3 qid:9139 1:15.459973 13:6.700198 14:0.0 15:0.0 16:5.0592294 17:9.7657385 18:8.225579 19:6.4117546 # docid:443
0 qid:9082 1:8.0442 13:5.622362 14:0.0 15:0.0 16:3.4822721 17:1.5293598 18:1.6654812 19:0.6326344 # docid:537
0 qid:9082 1:7.925411 13:2.7653384 14:0.0 15:0.0 16:3.4822721 17:0.0 18:0.0 19:3.2086241 # docid:689
0 qid:9082 1:7.7008657 13:5.622362 14:0.0 15:0.0 16:3.8089318 17:1.5293598 18:1.6654812 19:5.932194 # docid:678
2 qid:9082 1:7.6924872 13:0.0 14:0.0 15:1.0 16:0.9242326 17:0.0 18:0.0 19:1.7273253 # docid:708
0 qid:9082 1:7.62366 13:2.857024 14:0.0 15:0.0 16:1.1494895 17:0.0 18:0.0 19:1.1430436 # docid:251
0 qid:9082 1:7.3202043 13:2.83326 14:1.0 15:1.0 16:0.8228297 17:0.0 18:0.0 19:0.0 # docid:587
0 qid:9082 1:7.3202043 13:2.83326 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.0 # docid:553
0 qid:9082 1:7.201506 13:2.857024 14:0.0 15:0.0 16:1.1494895 17:0.0 18:0.0 19:0.89029306 # docid:255
0 qid:9082 1:7.201506 13:5.622362 14:0.0 15:1.0 16:6.100312 17:10.397869 18:11.184961 19:7.626894 # docid:654
0 qid:9082 1:7.154662 13:2.7653384 14:0.0 15:1.0 16:3.4822721 17:0.0 18:0.0 19:4.314519 # docid:681
1 qid:9082 1:6.936779 13:2.83326 14:1.0 15:1.0 16:1.6456594 17:1.5293598 18:0.0 19:0.80802065 # docid:659
0 qid:9082 1:6.800679 13:5.9659567 14:0.0 15:0.0 16:0.8228297 17:1.5293598 18:1.6654812 19:3.3905382 # docid:184
0 qid:9082 1:6.7159386 13:2.857024 14:0.0 15:1.0 16:1.6456594 17:3.49126 18:3.819145 19:2.5227306 # docid:684
0 qid:9082 1:6.6456585 13:5.690284 14:0.0 15:0.0 16:1.6456594 17:2.2386723 18:0.0 19:1.8825126 # docid:46
0 qid:9082 1:6.1383467 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:789
0 qid:9082 1:6.0244546 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:736
0 qid:9082 1:5.806177 13:3.9901288 14:0.0 15:0.0 16:1.9723192 17:3.49126 18:1.6654812 19:2.3914995 # docid:450
0 qid:9082 1:5.806177 13:3.9901288 14:0.0 15:0.0 16:1.9723192 17:3.49126 18:1.6654812 19:2.3914995 # docid:447
0 qid:9082 1:5.7529325 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:720
0 qid:9082 1:5.732042 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:759
0 qid:9082 1:5.500657 13:0.0 14:0.0 15:0.0 16:0.8228297 17:1.5293598 18:1.6654812 19:3.2086241 # docid:187
0 qid:9082 1:5.4597635 13:0.0 14:0.0 15:0.0 16:2.2998755 17:0.0 18:0.0 19:0.0 # docid:10
0 qid:9082 1:5.4597635 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:718
0 qid:9082 1:5.440773 13:2.857024 14:0.0 15:0.0 16:1.1494895 17:0.0 18:0.0 19:1.1430436 # docid:235
0 qid:9082 1:5.2337756 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:768
0 qid:9082 1:5.2337756 13:2.857024 14:0.0 15:0.0 16:0.8228297 17:1.5293598 18:1.6654812 19:0.80802065 # docid:38
0 qid:9082 1:5.2337756 13:3.6589582 14:0.0 15:0.0 16:3.3540173 17:5.946786 18:0.0 19:0.99121886 # docid:35
0 qid:9082 1:5.2337756 13:2.857024 14:0.0 15:0.0 16:0.8228297 17:1.5293598 18:1.6654812 19:0.80802065 # docid:199
0 qid:9082 1:5.193898 13:2.7653384 14:0.0 15:0.0 16:2.6594424 17:0.0 18:0.0 19:2.5877855 # docid:536
0 qid:9082 1:5.1802626 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:722
0 qid:9082 1:5.173786 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:221
2 qid:9082 1:5.173786 13:0.0 14:0.0 15:0.0 16:3.4408696 17:4.476358 18:4.7110033 19:4.0171814 # docid:695
2 qid:9082 1:5.173786 13:0.0 14:0.0 15:1.0 16:1.6456594 17:2.2386723 18:0.0 19:0.80802065 # docid:704
0 qid:9082 1:5.173786 13:0.0 14:0.0 15:0.0 16:1.6456594 17:1.5293598 18:1.6654812 19:2.0564766 # docid:702
2 qid:9082 1:5.173786 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.0 # docid:699
2 qid:9082 1:5.173786 13:0.0 14:0.0 15:1.0 16:1.1494895 17:0.0 18:0.0 19:0.0 # docid:698
2 qid:9082 1:5.173786 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:1.3755734 # docid:700
2 qid:9082 1:5.173786 13:0.0 14:0.0 15:1.0 16:1.9723192 17:3.49126 18:3.819145 19:2.5227306 # docid:707
2 qid:9082 1:5.173786 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.0 # docid:706
2 qid:9082 1:5.173786 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:1.3755734 # docid:705
0 qid:9082 1:5.16739 13:5.622362 14:0.0 15:0.0 16:3.8089318 17:0.0 18:0.0 19:3.879609 # docid:577
0 qid:9082 1:5.122443 13:3.2086432 14:0.0 15:0.0 16:2.9406786 17:5.107853 18:1.9968915 19:4.0171814 # docid:443
0 qid:9082 1:5.122443 13:2.857024 14:0.0 15:0.0 16:1.6456594 17:1.5293598 18:1.6654812 19:0.80802065 # docid:525
0 qid:9082 1:5.122443 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:771
3 qid:9047 1:15.434526 13:1.2982284 14:1.0 15:1.0 16:1.7950122 17:1.2551477 18:0.0 19:7.8838353 # docid:221
0 qid:9047 1:11.774134 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:345
0 qid:9047 1:11.2028675 13:1.1559619 14:1.0 15:1.0 16:1.9483018 17:1.0780797 18:0.0 19:1.4527704 # docid:705
0 qid:9047 1:6.643227 13:1.2982284 14:0.0 15:0.0 16:1.7950122 17:1.2551477 18:0.0 19:1.8242626 # docid:708
0 qid:9047 1:6.540149 13:1.6144202 14:1.0 15:1.0 16:1.8822676 17:1.0780797 18:0.0 19:1.4527704 # docid:502
3 qid:9047 1:6.3617706 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:1.5364076 # docid:223
0 qid:9047 1:6.3617706 13:0.0 14:0.0 15:0.0 16:0.88220286 17:0.0 18:0.0 19:0.0 # docid:326
0 qid:9047 1:6.1383467 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:789
0 qid:9047 1:6.048724 13:1.1559619 14:0.0 15:0.0 16:1.5980711 17:1.0780797 18:0.0 19:1.6174599 # docid:698
0 qid:9047 1:6.048724 13:1.1559619 14:0.0 15:1.0 16:1.8822676 17:1.0780797 18:0.0 19:1.4527704 # docid:700
0 qid:9047 1:6.048724 13:1.1559619 14:1.0 15:1.0 16:1.9483018 17:4.025331 18:3.4253929 19:0.0 # docid:706
0 qid:9047 1:6.0451317 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:1.2764682 # docid:805
0 qid:9047 1:5.7585196 13:0.0 14:0.0 15:0.0 16:0.88220286 17:0.0 18:0.0 19:0.0 # docid:325
0 qid:9047 1:5.747667 13:1.1559619 14:1.0 15:1.0 16:1.5980711 17:1.0780797 18:0.0 19:1.4527704 # docid:696
0 qid:9047 1:5.704151 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:346
0 qid:9047 1:5.5621166 13:1.1559619 14:0.0 15:0.0 16:1.9483018 17:4.025331 18:3.4253929 19:0.0 # docid:710
0 qid:9047 1:5.500657 13:0.0 14:0.0 15:0.0 16:0.88220286 17:0.0 18:0.0 19:1.0917577 # docid:187
0 qid:9047 1:5.475158 13:0.0 14:0.0 15:0.0 16:0.9909227 17:0.0 18:0.0 19:0.0 # docid:694
0 qid:9047 1:5.4597635 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:10
0 qid:9047 1:5.4597635 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:718
0 qid:9047 1:5.173786 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:695
0 qid:9047 1:5.173786 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:1.3944274 # docid:704
0 qid:9047 1:5.173786 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:701
0 qid:9047 1:5.173786 13:0.0 14:0.0 15:0.0 16:0.88220286 17:0.0 18:0.0 19:0.0 # docid:697
0 qid:9047 1:5.173786 13:0.0 14:0.0 15:0.0 16:1.5980711 17:0.0 18:0.0 19:0.0 # docid:702
0 qid:9047 1:5.173786 13:0.0 14:0.0 15:0.0 16:0.88220286 17:0.0 18:0.0 19:0.0 # docid:703
0 qid:9047 1:5.173786 13:0.0 14:0.0 15:1.0 16:1.5980711 17:0.0 18:0.0 19:0.0 # docid:699
0 qid:9047 1:5.173786 13:0.0 14:0.0 15:0.0 16:0.88220286 17:0.0 18:0.0 19:0.0 # docid:707
3 qid:9047 1:5.106596 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:1.5364076 # docid:224
0 qid:9047 1:4.9162765 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:1.3944274 # docid:809
2 qid:9047 1:4.9162765 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:1.3944274 # docid:211
0 qid:9047 1:4.9162765 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:1.3944274 # docid:270
0 qid:9047 1:4.6831856 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:477
0 qid:9047 1:4.6831856 13:0.0 14:0.0 15:0.0 16:0.9909227 17:0.0 18:0.0 19:0.0 # docid:693
0 qid:9047 1:4.6831856 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:692
0 qid:9047 1:4.6831856 13:0.0 14:0.0 15:0.0 16:1.5980711 17:1.0780797 18:0.0 19:1.6174599 # docid:501
0 qid:9047 1:4.6831856 13:0.0 14:0.0 15:1.0 16:2.138811 17:4.686467 18:4.276329 19:0.0 # docid:709
0 qid:9047 1:4.471196 13:0.0 14:0.0 15:0.0 16:0.88220286 17:0.0 18:0.0 19:0.0 # docid:691
0 qid:9047 1:4.1352105 13:1.4804273 14:1.0 15:1.0 16:2.047317 17:1.5018107 18:0.0 19:1.8242626 # docid:148
3 qid:9047 1:4.02104 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:1.5364076 # docid:225
3 qid:9047 1:4.02104 13:0.0 14:0.0 15:0.0 16:1.2324336 17:0.0 18:0.0 19:1.3944274 # docid:222
0 qid:9047 1:4.02104 13:0.0 14:0.0 15:0.0 16:0.88220286 17:0.0 18:0.0 19:1.2764682 # docid:801
0 qid:9047 1:3.7235746 13:1.2982284 14:1.0 15:1.0 16:2.138811 17:4.686467 18:4.276329 19:0.0 # docid:188
0 qid:9047 1:3.6111135 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:736
0 qid:9047 1:3.6111135 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:731
0 qid:9047 1:3.3566895 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:332
0 qid:9047 1:3.2119112 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:720
0 qid:9047 1:3.1912374 13:1.6144202 14:1.0 15:1.0 16:1.8822676 17:1.0780797 18:0.0 19:1.4527704 # docid:170
0 qid:9047 1:3.1912374 13:1.2982284 14:1.0 15:1.0 16:1.7950122 17:0.0 18:0.0 19:0.0 # docid:415
0 qid:9047 1:3.1711512 13:0.0 14:0.0 15:1.0 16:2.047317 17:1.5018107 18:0.0 19:1.8242626 # docid:90
3 qid:9032 1:11.986476 13:1.1559619 14:1.0 15:1.0 16:1.1569695 17:0.0 18:0.0 19:0.0 # docid:146
2 qid:9032 1:8.558522 13:1.6144202 14:1.0 15:1.0 16:2.263996 17:1.8662698 18:0.0 19:0.0 # docid:153
0 qid:9032 1:8.150837 13:6.6363783 14:0.0 15:0.0 16:1.9797993 17:0.0 18:0.0 19:0.0 # docid:580
2 qid:9032 1:7.5646152 13:1.6144202 14:1.0 15:1.0 16:2.263996 17:1.8662698 18:0.0 19:3.1802843 # docid:136
2 qid:9032 1:7.2113996 13:1.1559619 14:1.0 15:1.0 16:1.1569695 17:0.0 18:0.0 19:0.0 # docid:102
2 qid:9032 1:7.2113996 13:1.1559619 14:1.0 15:1.0 16:1.1569695 17:0.0 18:0.0 19:0.0 # docid:120
2 qid:9032 1:6.5395985 13:1.4804273 14:1.0 15:1.0 16:1.4822142 17:0.0 18:0.0 19:0.0 # docid:106
3 qid:9032 1:6.295513 13:1.6144202 14:1.0 15:1.0 16:2.263996 17:1.8662698 18:0.0 19:0.0 # docid:149
0 qid:9032 1:6.295513 13:1.1559619 14:0.0 15:0.0 16:1.538698 17:0.0 18:0.0 19:0.0 # docid:452
0 qid:9032 1:6.0180573 13:1.1559619 14:0.0 15:0.0 16:1.538698 17:0.0 18:0.0 19:0.0 # docid:458
0 qid:9032 1:5.963086 13:1.2982284 14:1.0 15:1.0 16:1.2995508 17:0.0 18:0.0 19:4.031696 # docid:415
3 qid:9032 1:5.937599 13:1.1559619 14:1.0 15:1.0 16:1.1569695 17:0.0 18:0.0 19:0.0 # docid:147
3 qid:9032 1:5.937599 13:1.4804273 14:1.0 15:1.0 16:1.4822142 17:0.0 18:0.0 19:0.0 # docid:148
3 qid:9032 1:5.937599 13:1.1559619 14:1.0 15:1.0 16:1.1569695 17:0.0 18:0.0 19:0.0 # docid:150
0 qid:9032 1:5.937599 13:1.1559619 14:0.0 15:0.0 16:1.538698 17:0.0 18:0.0 19:0.0 # docid:356
2 qid:9032 1:5.568743 13:1.1559619 14:1.0 15:1.0 16:1.1569695 17:0.0 18:0.0 19:0.0 # docid:107
0 qid:9032 1:5.568743 13:5.4804163 14:0.0 15:1.0 16:3.6920538 17:1.8662698 18:0.0 19:3.1802843 # docid:496
0 qid:9032 1:5.568743 13:1.1559619 14:1.0 15:1.0 16:2.1549146 17:1.8662698 18:0.0 19:0.0 # docid:411
0 qid:9032 1:5.3465466 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:460
0 qid:9032 1:5.188505 13:5.4804163 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:0.0 # docid:393
0 qid:9032 1:5.0575123 13:0.0 14:0.0 15:1.0 16:1.1569695 17:0.0 18:0.0 19:0.0 # docid:689
0 qid:9032 1:5.0575123 13:0.0 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:0.0 # docid:391
0 qid:9032 1:5.040691 13:1.1559619 14:1.0 15:1.0 16:3.0443394 17:5.3155785 18:3.0641785 19:3.5746534 # docid:307
0 qid:9032 1:4.554067 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:211
2 qid:9032 1:4.2657375 13:0.0 14:0.0 15:0.0 16:0.65752363 17:0.0 18:0.0 19:0.0 # docid:109
0 qid:9032 1:4.091001 13:0.0 14:0.0 15:0.0 16:2.5350842 17:0.0 18:0.0 19:0.0 # docid:357
0 qid:9032 1:4.091001 13:0.0 14:0.0 15:0.0 16:2.5350842 17:0.0 18:0.0 19:0.0 # docid:359
0 qid:9032 1:4.091001 13:0.0 14:0.0 15:0.0 16:3.6920538 17:5.3155785 18:3.0641785 19:4.031696 # docid:360
2 qid:9032 1:4.0299525 13:0.0 14:0.0 15:0.0 16:0.5651028 17:0.0 18:0.0 19:0.0 # docid:108
0 qid:9032 1:4.0299525 13:0.0 14:0.0 15:1.0 16:1.1569695 17:0.0 18:0.0 19:0.0 # docid:310
0 qid:9032 1:3.8188677 13:0.0 14:0.0 15:0.0 16:1.1569695 17:0.0 18:0.0 19:0.0 # docid:412
0 qid:9032 1:3.8188677 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:414
0 qid:9032 1:3.8188677 13:5.4804163 14:0.0 15:0.0 16:2.9761858 17:2.2024863 18:0.0 19:0.0 # docid:684
0 qid:9032 1:3.6837661 13:0.0 14:0.0 15:0.0 16:1.538698 17:0.0 18:0.0 19:0.0 # docid:457
0 qid:9032 1:3.6837661 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:456
0 qid:9032 1:3.6837661 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:459
2 qid:9032 1:3.628795 13:0.0 14:0.0 15:0.0 16:1.7122545 17:0.0 18:0.0 19:0.0 # docid:110
0 qid:9032 1:3.628795 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.0 # docid:306
0 qid:9032 1:3.628795 13:0.0 14:0.0 15:0.0 16:2.861744 17:0.0 18:0.0 19:0.0 # docid:308
0 qid:9032 1:3.628795 13:0.0 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:0.0 # docid:413
0 qid:9032 1:3.5091112 13:0.0 14:0.0 15:0.0 16:1.2639312 17:0.0 18:0.0 19:0.0 # docid:358
0 qid:9032 1:3.4567463 13:0.0 14:0.0 15:1.0 16:1.1569695 17:0.0 18:0.0 19:0.0 # docid:309
0 qid:9032 1:2.7720106 13:1.6144202 14:1.0 15:1.0 16:1.4411662 17:0.0 18:0.0 19:0.0 # docid:502
2 qid:9032 1:2.7134862 13:1.6144202 14:1.0 15:1.0 16:3.1534207 17:5.3155785 18:3.0641785 19:3.5746534 # docid:117
2 qid:9032 1:2.7134862 13:1.6144202 14:1.0 15:1.0 16:2.263996 17:1.8662698 18:0.0 19:0.0 # docid:72
0 qid:9032 1:2.697405 13:1.6144202 14:1.0 15:1.0 16:2.263996 17:1.8662698 18:0.0 19:0.0 # docid:503
0 qid:9032 1:2.6075885 13:1.6144202 14:1.0 15:1.0 16:2.263996 17:1.8662698 18:0.0 19:0.0 # docid:533
2 qid:9032 1:2.5096462 13:1.6144202 14:1.0 15:1.0 16:2.263996 17:1.8662698 18:0.0 19:0.0 # docid:85
2 qid:9032 1:2.5096462 13:1.4804273 14:1.0 15:1.0 16:1.4822142 17:0.0 18:0.0 19:0.0 # docid:105
2 qid:9032 1:2.5096462 13:1.6144202 14:1.0 15:1.0 16:2.263996 17:1.8662698 18:0.0 19:0.0 # docid:139
0 qid:9049 1:8.927721 13:4.3172164 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.0 # docid:620
0 qid:9049 1:8.119478 13:4.3172164 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.0 # docid:605
0 qid:9049 1:6.004218 13:4.3172164 14:0.0 15:0.0 16:1.9723192 17:0.0 18:0.0 19:4.506663 # docid:470
0 qid:9049 1:5.7690086 13:0.0 14:0.0 15:1.0 16:1.0541416 17:0.0 18:0.0 19:0.99121886 # docid:472
0 qid:9049 1:5.6883173 13:4.3172164 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:2.8266368 # docid:706
2 qid:9049 1:5.686101 13:0.0 14:0.0 15:1.0 16:0.8228297 17:0.0 18:0.0 19:2.4267006 # docid:232
2 qid:9049 1:5.686101 13:0.0 14:0.0 15:1.0 16:3.934338 17:3.636927 18:0.0 19:2.537471 # docid:235
2 qid:9049 1:5.686101 13:0.0 14:0.0 15:1.0 16:3.8057158 17:0.0 18:0.0 19:2.2024481 # docid:231
0 qid:9049 1:5.5794005 13:0.0 14:0.0 15:0.0 16:1.0541416 17:0.0 18:0.0 19:0.0 # docid:636
0 qid:9049 1:5.5794005 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:766
0 qid:9049 1:5.4051986 13:3.0424292 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:1.8588866 # docid:59
0 qid:9049 1:5.2710037 13:0.0 14:0.0 15:0.0 16:1.6456594 17:0.0 18:0.0 19:3.1122353 # docid:593
0 qid:9049 1:5.2710037 13:0.0 14:0.0 15:0.0 16:0.9242326 17:0.0 18:0.0 19:0.0 # docid:609
0 qid:9049 1:4.994914 13:0.0 14:0.0 15:0.0 16:1.1494895 17:0.0 18:0.0 19:2.538829 # docid:633
0 qid:9049 1:4.994914 13:0.0 14:0.0 15:0.0 16:1.1494895 17:0.0 18:0.0 19:0.0 # docid:637
0 qid:9049 1:4.994914 13:0.0 14:0.0 15:0.0 16:1.6456594 17:0.0 18:0.0 19:3.1122353 # docid:635
0 qid:9049 1:4.994914 13:0.0 14:0.0 15:0.0 16:1.1494895 17:0.0 18:0.0 19:0.0 # docid:649
0 qid:9049 1:4.792605 13:0.0 14:0.0 15:0.0 16:1.0541416 17:0.0 18:0.0 19:0.0 # docid:347
0 qid:9049 1:4.7463074 13:0.0 14:0.0 15:1.0 16:0.8228297 17:0.0 18:0.0 19:0.80802065 # docid:322
2 qid:9049 1:4.554067 13:0.0 14:0.0 15:1.0 16:4.1323757 17:0.0 18:0.0 19:2.537471 # docid:233
2 qid:9049 1:4.554067 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:1.7105784 # docid:234
0 qid:9049 1:4.091972 13:0.0 14:0.0 15:1.0 16:1.2265432 17:0.0 18:0.0 19:1.1179526 # docid:60
0 qid:9049 1:4.091972 13:4.3172164 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.0 # docid:515
0 qid:9049 1:4.091972 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:771
0 qid:9049 1:4.091972 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:811
0 qid:9049 1:4.091972 13:4.3172164 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.0 # docid:540
0 qid:9049 1:3.8657918 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:58
0 qid:9049 1:3.8657918 13:0.0 14:0.0 15:1.0 16:1.0541416 17:0.0 18:0.0 19:0.99121886 # docid:51
0 qid:9049 1:3.8657918 13:0.0 14:0.0 15:1.0 16:1.0541416 17:0.0 18:0.0 19:0.99121886 # docid:52
0 qid:9049 1:3.6633053 13:0.0 14:0.0 15:0.0 16:1.1494895 17:0.0 18:0.0 19:0.0 # docid:53
0 qid:9049 1:3.4809752 13:4.3172164 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:2.8266368 # docid:24
0 qid:9049 1:3.4809752 13:4.3172164 14:0.0 15:0.0 16:1.6456594 17:0.0 18:0.0 19:0.80802065 # docid:23
0 qid:9049 1:3.4809752 13:0.0 14:0.0 15:0.0 16:1.6456594 17:0.0 18:0.0 19:0.89029306 # docid:57
0 qid:9049 1:3.4809752 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:56
0 qid:9049 1:3.4809752 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.0 # docid:55
0 qid:9049 1:3.4809752 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.0 # docid:54
0 qid:9049 1:3.3174286 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:2
0 qid:9049 1:3.3174286 13:4.572202 14:0.0 15:0.0 16:2.7848485 17:0.0 18:0.0 19:0.0 # docid:194
0 qid:9049 1:3.1340606 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:31
0 qid:9049 1:3.1340606 13:0.0 14:0.0 15:0.0 16:1.1494895 17:0.0 18:0.0 19:2.538829 # docid:594
0 qid:9049 1:3.1340606 13:0.0 14:0.0 15:0.0 16:1.8484652 17:0.0 18:0.0 19:0.99121886 # docid:645
0 qid:9049 1:3.1340606 13:0.0 14:0.0 15:0.0 16:0.9242326 17:0.0 18:0.0 19:0.0 # docid:643
0 qid:9049 1:3.0175858 13:3.0424292 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.6819769 # docid:532
0 qid:9049 1:2.9699016 13:0.0 14:0.0 15:0.0 16:1.0541416 17:0.0 18:0.0 19:0.0 # docid:603
0 qid:9049 1:2.9699016 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.0 # docid:602
0 qid:9049 1:2.9699016 13:0.0 14:0.0 15:1.0 16:1.6456594 17:0.0 18:0.0 19:0.80802065 # docid:638
0 qid:9049 1:2.9699016 13:0.0 14:0.0 15:0.0 16:0.8228297 17:0.0 18:0.0 19:0.0 # docid:639
0 qid:9049 1:2.9699016 13:0.0 14:0.0 15:0.0 16:1.6456594 17:0.0 18:0.0 19:0.89029306 # docid:640
0 qid:9049 1:2.9699016 13:4.572202 14:0.0 15:0.0 16:2.7848485 17:0.0 18:0.0 19:1.7105784 # docid:464
0 qid:9049 1:2.9699016 13:0.0 14:0.0 15:1.0 16:1.0541416 17:0.0 18:0.0 19:0.99121886 # docid:595
0 qid:9038 1:20.051788 13:0.0 14:0.0 15:0.0 16:0.5651028 17:0.0 18:0.0 19:0.0 # docid:773
3 qid:9038 1:19.001495 13:0.0 14:0.0 15:0.0 16:1.5915934 17:3.8653247 18:1.9968915 19:0.99121886 # docid:176
0 qid:9038 1:14.384783 13:3.1819546 14:0.0 15:0.0 16:4.9605274 17:5.4229145 18:0.0 19:0.0 # docid:770
3 qid:9038 1:13.668823 13:5.791767 14:1.0 15:0.0 16:5.68021 17:10.416466 18:10.231386 19:10.337991 # docid:177
0 qid:9038 1:8.334553 13:5.791767 14:0.0 15:0.0 16:3.8849998 17:6.3344445 18:4.937037 19:0.80802065 # docid:534
0 qid:9038 1:7.529232 13:0.0 14:0.0 15:0.0 16:0.44110143 17:0.0 18:0.0 19:0.0 # docid:733
0 qid:9038 1:7.3029118 13:2.83326 14:0.0 15:0.0 16:3.8849998 17:3.362741 18:0.0 19:4.7809334 # docid:366
0 qid:9038 1:7.1281466 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:714
0 qid:9038 1:7.0900707 13:5.791767 14:1.0 15:0.0 16:4.0601153 17:6.3344445 18:5.756402 19:6.574339 # docid:322
3 qid:9038 1:7.018792 13:3.1819546 14:0.0 15:0.0 16:3.6114419 17:3.9150505 18:0.0 19:0.0 # docid:180
0 qid:9038 1:6.4499555 13:0.0 14:0.0 15:0.0 16:0.0 17:0.0 18:0.0 19:0.0 # docid:780
0 qid:9038 1:6.205924 13:4.1318603 14:1.0 15:0.0 16:1.590591 17:3.3874464 18:1.6654812 19:3.3782578 # docid:449
2 qid:9038 1:5.7686105 13:2.958507 14:1.0 15:0.0 16:1.590591 17:3.3874464 18:1.6654812 19:1.2229812 # docid:128
