3 qid:9139 1:15.459973 2:4.8894606 3:15.383828 4:20.733849 9:0.7036993 10:0.0 11:0.0 16:5.0592294 17:9.7657385 18:8.225579 # docid:443
0 qid:9104 1:2.6035123 2:5.2301307 3:4.2042456 4:0.0 9:1.9438461 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:183
0 qid:9104 1:2.6035123 2:1.6899846 3:0.0 4:0.0 9:1.9438461 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:424
0 qid:9104 1:2.6035123 2:1.9899606 3:0.0 4:0.0 9:1.5083562 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:564
0 qid:9104 1:2.6035123 2:1.9899606 3:0.0 4:0.0 9:2.3693085 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:769
0 qid:9104 1:2.6035123 2:5.2301307 3:4.2042456 4:0.0 9:1.9438461 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:37
0 qid:9104 1:2.6035123 2:2.0902395 3:0.0 4:0.0 9:3.4522023 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:124
0 qid:9104 1:2.6035123 2:2.0902395 3:0.0 4:0.0 9:3.4522023 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:174
0 qid:9104 1:2.4596055 2:1.8798639 3:0.0 4:0.0 9:1.9438461 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:91
0 qid:9104 1:2.4596055 2:1.8798639 3:0.0 4:0.0 9:1.9438461 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:89
0 qid:9104 1:2.4596055 2:1.8798639 3:0.0 4:0.0 9:1.9438461 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:92
0 qid:9104 1:2.4596055 2:4.9407682 3:0.0 4:0.0 9:1.9438461 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:185
0 qid:9104 1:2.4596055 2:4.6573887 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:563
0 qid:9104 1:2.4596055 2:5.042593 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:567
0 qid:9104 1:2.4596055 2:1.5964844 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:566
0 qid:9104 1:2.4596055 2:1.9816886 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:569
0 qid:9104 1:2.4596055 2:1.5964844 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:565
2 qid:9104 1:2.4596055 2:5.042593 3:10.108957 4:0.0 9:1.9905759 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:776
0 qid:9104 1:2.4596055 2:1.8798639 3:0.0 4:0.0 9:2.2117453 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:50
0 qid:9104 1:2.4596055 2:1.8798639 3:0.0 4:0.0 9:1.9438461 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:95
0 qid:9104 1:2.4596055 2:1.8798639 3:0.0 4:0.0 9:1.9438461 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:94
0 qid:9104 1:2.4596055 2:5.042593 3:0.0 4:0.0 9:3.4522023 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:127
0 qid:9104 1:2.4596055 2:4.9407682 3:0.0 4:0.0 9:1.9438461 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:126
0 qid:9104 1:2.4596055 2:4.9407682 3:0.0 4:0.0 9:1.9438461 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:132
0 qid:9104 1:2.4596055 2:1.8798639 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:217
0 qid:9104 1:2.4596055 2:1.5964844 3:0.0 4:0.0 9:1.9438461 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:408
0 qid:9104 1:2.4596055 2:1.8798639 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:558
0 qid:9104 1:2.4596055 2:1.5964844 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:557
0 qid:9104 1:2.4596055 2:1.8798639 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:555
0 qid:9104 1:2.4596055 2:1.5964844 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:570
3 qid:9082 1:19.31207 2:9.020107 3:19.789022 4:24.29681 9:0.7036993 10:0.0 11:0.0 16:6.100312 17:10.397869 18:11.184961 # docid:701
3 qid:9082 1:12.110565 2:5.2926116 3:12.352446 4:16.572397 9:0.7036993 10:0.0 11:0.0 16:1.9723192 17:3.49126 18:3.819145 # docid:697
3 qid:9082 1:12.110565 2:5.1898904 3:12.352446 4:16.572397 9:0.7036993 10:0.0 11:0.0 16:1.6456594 17:3.49126 18:3.819145 # docid:703
1 qid:9082 1:9.552459 2:5.179017 3:2.5685024 4:0.0 9:0.7036993 10:0.0 11:0.0 16:3.4822721 17:0.0 18:0.0 # docid:669
1 qid:9082 1:8.970895 2:2.7990177 3:2.5685024 4:0.0 9:0.7036993 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:648
2 qid:9082 1:8.834165 2:5.044759 3:7.8820653 4:6.2284365 9:0.44799113 10:0.0 11:0.0 16:0.9242326 17:1.7451117 18:1.9968915 # docid:693
0 qid:9082 1:8.0442 2:3.3570442 3:0.0 4:0.0 9:0.7036993 10:0.0 11:0.0 16:3.4822721 17:1.5293598 18:1.6654812 # docid:537
0 qid:9082 1:7.925411 2:6.1198406 3:4.5098343 4:2.7384193 9:0.7036993 10:0.0 11:0.0 16:3.4822721 17:0.0 18:0.0 # docid:689
0 qid:9082 1:7.7008657 2:6.2112827 3:5.6989202 4:3.9790869 9:0.7036993 10:0.0 11:0.0 16:3.8089318 17:1.5293598 18:1.6654812 # docid:678
2 qid:9082 1:7.6924872 2:5.0530157 3:10.401199 4:9.467647 9:0.44799113 10:0.0 11:0.0 16:0.9242326 17:0.0 18:0.0 # docid:708
0 qid:9082 1:7.62366 2:2.9837534 3:0.0 4:0.0 9:0.44799113 10:0.0 11:0.0 16:1.1494895 17:0.0 18:0.0 # docid:251
0 qid:9082 1:7.3202043 2:2.9173307 3:2.728993 4:0.0 9:0.7036993 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:587
0 qid:9082 1:7.3202043 2:2.9173307 3:0.0 4:0.0 9:0.7036993 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:553
0 qid:9082 1:7.201506 2:3.1223125 3:0.0 4:0.0 9:0.5097329 10:0.0 11:0.0 16:1.1494895 17:0.0 18:0.0 # docid:255
0 qid:9082 1:7.201506 2:6.237883 3:12.404898 4:14.8291645 9:0.7036993 10:0.0 11:0.0 16:6.100312 17:10.397869 18:11.184961 # docid:654
0 qid:9082 1:7.154662 2:6.2255807 3:4.5098343 4:2.7384193 9:0.7036993 10:0.0 11:0.0 16:3.4822721 17:0.0 18:0.0 # docid:681
1 qid:9082 1:6.936779 2:2.978221 3:3.7993703 4:0.0 9:0.7036993 10:0.0 11:0.0 16:1.6456594 17:1.5293598 18:0.0 # docid:659
0 qid:9082 1:6.800679 2:0.8745197 3:3.0508401 4:4.168247 9:0.0 10:0.0 11:0.0 16:0.8228297 17:1.5293598 18:1.6654812 # docid:184
0 qid:9082 1:6.7159386 2:3.698405 3:4.5701895 4:3.4253109 9:0.7036993 10:0.0 11:0.0 16:1.6456594 17:3.49126 18:3.819145 # docid:684
0 qid:9082 1:6.6456585 2:2.4004567 3:1.1689513 4:0.0 9:0.44799113 10:0.0 11:0.0 16:1.6456594 17:2.2386723 18:0.0 # docid:46
0 qid:9082 1:6.1383467 2:3.3014684 3:2.5470252 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:789
0 qid:9082 1:6.0244546 2:3.8573506 3:2.6068854 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:736
0 qid:9082 1:5.806177 2:1.1486584 3:3.158461 4:3.6416712 9:0.7036993 10:0.0 11:0.0 16:1.9723192 17:3.49126 18:1.6654812 # docid:450
0 qid:9082 1:5.806177 2:1.1486584 3:3.158461 4:3.6416712 9:0.7036993 10:0.0 11:0.0 16:1.9723192 17:3.49126 18:1.6654812 # docid:447
0 qid:9082 1:5.7529325 2:1.917519 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:720
0 qid:9082 1:5.732042 2:2.0978754 3:4.360878 4:4.3386474 9:0.44799113 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:759
0 qid:9082 1:5.500657 2:4.9457884 3:3.019277 4:1.3338537 9:0.0 10:0.0 11:0.0 16:0.8228297 17:1.5293598 18:1.6654812 # docid:187
0 qid:9082 1:5.4597635 2:4.8518095 3:2.2287273 4:0.0 9:0.0 10:0.0 11:0.0 16:2.2998755 17:0.0 18:0.0 # docid:10
0 qid:9082 1:5.4597635 2:3.4305258 3:2.281107 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:718
0 qid:9082 1:5.440773 2:0.7266614 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:1.1494895 17:0.0 18:0.0 # docid:235
0 qid:9082 1:5.2337756 2:1.0572162 3:3.562327 4:4.682493 9:0.44799113 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:768
0 qid:9082 1:5.2337756 2:0.77775216 3:2.6920033 4:3.6416712 9:0.0 10:0.0 11:0.0 16:0.8228297 17:1.5293598 18:1.6654812 # docid:38
0 qid:9082 1:5.2337756 2:2.5876684 3:5.8550353 4:5.4237356 9:0.44799113 10:0.0 11:0.0 16:3.3540173 17:5.946786 18:0.0 # docid:35
0 qid:9082 1:5.2337756 2:0.8795768 3:2.6920033 4:3.6416712 9:0.0 10:0.0 11:0.0 16:0.8228297 17:1.5293598 18:1.6654812 # docid:199
0 qid:9082 1:5.193898 2:3.1821012 3:0.0 4:0.0 9:0.7036993 10:0.0 11:0.0 16:2.6594424 17:0.0 18:0.0 # docid:536
0 qid:9082 1:5.1802626 2:4.8249855 3:2.027708 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:722
0 qid:9082 1:5.173786 2:3.050747 3:2.0976572 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:221
2 qid:9082 1:5.173786 2:7.210662 3:11.745002 4:9.814828 9:0.7036993 10:0.0 11:0.0 16:3.4408696 17:4.476358 18:4.7110033 # docid:695
2 qid:9082 1:5.173786 2:5.010687 3:9.477623 4:12.366163 9:0.0 10:0.0 11:0.0 16:1.6456594 17:2.2386723 18:0.0 # docid:704
0 qid:9082 1:5.173786 2:5.1898904 3:8.757654 4:6.9685297 9:0.7036993 10:0.0 11:0.0 16:1.6456594 17:1.5293598 18:1.6654812 # docid:702
2 qid:9082 1:5.173786 2:5.010687 3:7.81838 4:6.214634 9:0.7036993 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:699
2 qid:9082 1:5.173786 2:5.113408 3:10.386883 4:10.744341 9:0.7036993 10:0.0 11:0.0 16:1.1494895 17:0.0 18:0.0 # docid:698
2 qid:9082 1:5.173786 2:5.010687 3:7.81838 4:6.214634 9:0.7036993 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:700
2 qid:9082 1:5.173786 2:5.2926116 3:12.352446 4:16.572397 9:0.7036993 10:0.0 11:0.0 16:1.9723192 17:3.49126 18:3.819145 # docid:707
2 qid:9082 1:5.173786 2:5.010687 3:7.81838 4:6.214634 9:0.7036993 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:706
2 qid:9082 1:5.173786 2:5.010687 3:7.81838 4:6.214634 9:0.7036993 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:705
0 qid:9082 1:5.16739 2:4.5191426 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:3.8089318 17:0.0 18:0.0 # docid:577
0 qid:9082 1:5.122443 2:2.61833 3:6.220882 4:7.117325 9:0.7036993 10:0.0 11:0.0 16:2.9406786 17:5.107853 18:1.9968915 # docid:443
0 qid:9082 1:5.122443 2:0.998245 3:0.0 4:0.0 9:0.7036993 10:0.0 11:0.0 16:1.6456594 17:1.5293598 18:1.6654812 # docid:525
0 qid:9082 1:5.122443 2:2.61833 3:2.860211 4:2.352214 9:0.44799113 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:771
3 qid:9047 1:15.434526 2:6.2297516 3:14.772158 4:19.697659 9:6.638922 10:10.117813 11:8.497967 16:1.7950122 17:1.2551477 18:0.0 # docid:221
0 qid:9047 1:11.774134 2:5.719749 3:8.977396 4:3.844392 9:3.1101649 10:4.000335 11:0.0 16:0.0 17:0.0 18:0.0 # docid:345
0 qid:9047 1:11.2028675 2:4.7006783 3:2.933686 4:0.0 9:0.0 10:0.0 11:0.0 16:1.9483018 17:1.0780797 18:0.0 # docid:705
0 qid:9047 1:6.643227 2:4.484008 3:3.6459918 4:1.3431506 9:1.6053872 10:0.0 11:0.0 16:1.7950122 17:1.2551477 18:0.0 # docid:708
0 qid:9047 1:6.540149 2:1.941214 3:1.1511075 4:0.0 9:1.0150998 10:0.0 11:0.0 16:1.8822676 17:1.0780797 18:0.0 # docid:502
3 qid:9047 1:6.3617706 2:3.050747 3:0.0 4:0.0 9:3.5696409 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:223
0 qid:9047 1:6.3617706 2:3.9864786 3:1.981147 4:0.0 9:2.5922232 10:0.0 11:0.0 16:0.88220286 17:0.0 18:0.0 # docid:326
0 qid:9047 1:6.1383467 2:5.184874 3:8.127072 4:5.144106 9:4.3388314 10:6.0919933 11:4.035467 16:0.0 17:0.0 18:0.0 # docid:789
0 qid:9047 1:6.048724 2:4.484739 3:4.07483 4:1.524272 9:0.0 10:0.0 11:0.0 16:1.5980711 17:1.0780797 18:0.0 # docid:698
0 qid:9047 1:6.048724 2:4.5726223 3:4.07483 4:0.0 9:0.0 10:0.0 11:0.0 16:1.8822676 17:1.0780797 18:0.0 # docid:700
0 qid:9047 1:6.048724 2:4.7006783 3:5.80679 4:3.3878906 9:0.0 10:0.0 11:0.0 16:1.9483018 17:4.025331 18:3.4253929 # docid:706
0 qid:9047 1:6.0451317 2:2.8987768 3:0.0 4:0.0 9:3.5696409 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:805
0 qid:9047 1:5.7585196 2:3.6183004 3:0.0 4:0.0 9:2.2349653 10:0.0 11:0.0 16:0.88220286 17:0.0 18:0.0 # docid:325
0 qid:9047 1:5.747667 2:4.163731 3:0.7895932 4:0.0 9:0.0 10:0.0 11:0.0 16:1.5980711 17:1.0780797 18:0.0 # docid:696
0 qid:9047 1:5.704151 2:1.7871819 3:0.9474691 4:0.0 9:0.76919043 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:346
0 qid:9047 1:5.5621166 2:4.657677 3:5.2517347 4:2.8179061 9:2.3745775 10:0.0 11:0.0 16:1.9483018 17:4.025331 18:3.4253929 # docid:710
0 qid:9047 1:5.500657 2:5.6296506 3:9.905792 4:7.233268 9:6.638922 10:10.117813 11:8.497967 16:0.88220286 17:0.0 18:0.0 # docid:187
0 qid:9047 1:5.475158 2:4.2198834 3:5.6894445 4:3.2319515 9:1.1015688 10:0.0 11:0.0 16:0.9909227 17:0.0 18:0.0 # docid:694
0 qid:9047 1:5.4597635 2:3.3213573 3:2.2287273 4:0.0 9:3.5696409 10:2.6872776 11:0.0 16:0.0 17:0.0 18:0.0 # docid:10
0 qid:9047 1:5.4597635 2:5.428922 3:4.383449 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:718
0 qid:9047 1:5.173786 2:3.050747 3:1.981147 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:695
0 qid:9047 1:5.173786 2:3.050747 3:2.0976572 4:0.0 9:1.2082355 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:704
0 qid:9047 1:5.173786 2:3.050747 3:1.981147 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:701
0 qid:9047 1:5.173786 2:3.9864786 3:1.981147 4:0.0 9:0.0 10:0.0 11:0.0 16:0.88220286 17:0.0 18:0.0 # docid:697
0 qid:9047 1:5.173786 2:4.3820176 3:3.0589085 4:0.0 9:0.0 10:0.0 11:0.0 16:1.5980711 17:0.0 18:0.0 # docid:702
0 qid:9047 1:5.173786 2:3.8837576 3:1.981147 4:0.0 9:0.0 10:0.0 11:0.0 16:0.88220286 17:0.0 18:0.0 # docid:703
0 qid:9047 1:5.173786 2:4.3820176 3:2.0976572 4:0.0 9:0.0 10:0.0 11:0.0 16:1.5980711 17:0.0 18:0.0 # docid:699
0 qid:9047 1:5.173786 2:3.9864786 3:1.981147 4:0.0 9:0.0 10:0.0 11:0.0 16:0.88220286 17:0.0 18:0.0 # docid:707
3 qid:9047 1:5.106596 2:1.7567723 3:1.9771729 4:1.524272 9:1.1015688 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:224
0 qid:9047 1:4.9162765 2:4.5784607 3:6.3214626 4:3.844392 9:4.3388314 10:6.0919933 11:4.035467 16:0.0 17:0.0 18:0.0 # docid:809
2 qid:9047 1:4.9162765 2:4.105021 3:1.8768982 4:0.0 9:2.3745775 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:211
0 qid:9047 1:4.9162765 2:4.5035295 3:2.7758288 4:0.0 9:4.3388314 10:2.6872776 11:0.0 16:0.0 17:0.0 18:0.0 # docid:270
0 qid:9047 1:4.6831856 2:4.1451917 3:3.6914732 4:0.0 9:3.5696409 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:477
0 qid:9047 1:4.6831856 2:4.043002 3:2.4937222 4:0.0 9:0.76919043 10:0.0 11:0.0 16:0.9909227 17:0.0 18:0.0 # docid:693
0 qid:9047 1:4.6831856 2:3.8350675 3:1.8768982 4:0.0 9:1.1015688 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:692
0 qid:9047 1:4.6831856 2:5.6700053 3:8.824449 4:1.3431506 9:4.3388314 10:3.404716 11:0.0 16:1.5980711 17:1.0780797 18:0.0 # docid:501
0 qid:9047 1:4.6831856 2:4.575177 3:5.195679 4:2.985325 9:1.1015688 10:0.0 11:0.0 16:2.138811 17:4.686467 18:4.276329 # docid:709
0 qid:9047 1:4.471196 2:3.854885 3:1.6981807 4:0.0 9:1.1015688 10:0.0 11:0.0 16:0.88220286 17:0.0 18:0.0 # docid:691
0 qid:9047 1:4.1352105 2:6.554008 3:15.695182 4:21.12177 9:6.638922 10:10.117813 11:8.497967 16:2.047317 17:1.5018107 18:0.0 # docid:148
3 qid:9047 1:4.02104 2:1.7548006 3:0.0 4:0.0 9:1.6053872 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:225
3 qid:9047 1:4.02104 2:2.3927553 3:0.0 4:0.0 9:1.6053872 10:0.0 11:0.0 16:1.2324336 17:0.0 18:0.0 # docid:222
0 qid:9047 1:4.02104 2:2.072876 3:0.0 4:0.0 9:1.6053872 10:0.0 11:0.0 16:0.88220286 17:0.0 18:0.0 # docid:801
0 qid:9047 1:3.7235746 2:4.4283123 3:7.716349 4:3.1738937 9:4.6746683 10:4.02582 11:0.0 16:2.138811 17:4.686467 18:4.276329 # docid:188
0 qid:9047 1:3.6111135 2:5.1159115 3:5.009475 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:736
0 qid:9047 1:3.6111135 2:5.1159115 3:5.009475 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:731
0 qid:9047 1:3.3566895 2:4.8952947 3:5.208144 4:0.0 9:2.7334442 10:3.404716 11:0.0 16:0.0 17:0.0 18:0.0 # docid:332
0 qid:9047 1:3.2119112 2:3.616646 3:7.37129 4:5.664601 9:3.905478 10:4.02582 11:0.0 16:0.0 17:0.0 18:0.0 # docid:720
0 qid:9047 1:3.1912374 2:4.778058 3:4.0784597 4:1.267826 9:4.3388314 10:2.3390162 11:0.0 16:1.8822676 17:1.0780797 18:0.0 # docid:170
0 qid:9047 1:3.1912374 2:6.5425777 3:7.3992243 4:3.844392 9:4.3388314 10:3.404716 11:0.0 16:1.7950122 17:0.0 18:0.0 # docid:415
0 qid:9047 1:3.1711512 2:5.1292787 3:4.6408534 4:1.6344748 9:4.3388314 10:2.6872776 11:0.0 16:2.047317 17:1.5018107 18:0.0 # docid:90
3 qid:9032 1:11.986476 2:3.4352028 3:5.608982 4:4.9795895 9:1.9276918 10:0.0 11:0.0 16:1.1569695 17:0.0 18:0.0 # docid:146
2 qid:9032 1:8.558522 2:4.0167356 3:7.5792227 4:4.9795895 9:1.9276918 10:0.0 11:0.0 16:2.263996 17:1.8662698 18:0.0 # docid:153
0 qid:9032 1:8.150837 2:3.6363204 3:2.8132017 4:1.524272 9:1.3690312 10:0.0 11:0.0 16:1.9797993 17:0.0 18:0.0 # docid:580
2 qid:9032 1:7.5646152 2:4.3617783 3:10.287821 4:11.67677 9:3.7175713 10:4.98992 11:4.3631186 16:2.263996 17:1.8662698 18:0.0 # docid:136
2 qid:9032 1:7.2113996 2:3.9549813 3:8.403444 4:11.67677 9:3.7175713 10:4.98992 11:4.3631186 16:1.1569695 17:0.0 18:0.0 # docid:102
2 qid:9032 1:7.2113996 2:3.9549813 3:8.403444 4:11.67677 9:3.7175713 10:4.98992 11:4.3631186 16:1.1569695 17:0.0 18:0.0 # docid:120
2 qid:9032 1:6.5395985 2:4.1289663 3:8.881816 4:12.520985 9:3.2672777 10:4.246959 11:3.4461272 16:1.4822142 17:0.0 18:0.0 # docid:106
3 qid:9032 1:6.295513 2:3.8417625 3:4.6975775 4:1.524272 9:1.6620191 10:0.0 11:0.0 16:2.263996 17:1.8662698 18:0.0 # docid:149
0 qid:9032 1:6.295513 2:3.6363204 3:5.307368 4:2.9965315 9:2.384131 10:1.7265515 11:0.0 16:1.538698 17:0.0 18:0.0 # docid:452
0 qid:9032 1:6.0180573 2:2.8903403 3:1.0777615 4:0.0 9:2.8423717 10:0.0 11:0.0 16:1.538698 17:0.0 18:0.0 # docid:458
0 qid:9032 1:5.963086 2:2.9512348 3:2.656948 4:0.0 9:1.806572 10:1.2124112 11:0.0 16:1.2995508 17:0.0 18:0.0 # docid:415
3 qid:9032 1:5.937599 2:2.4975104 3:2.9889822 4:1.6344748 9:1.9276918 10:0.0 11:0.0 16:1.1569695 17:0.0 18:0.0 # docid:147
3 qid:9032 1:5.937599 2:2.8133903 3:2.9889822 4:1.6344748 9:0.76919043 10:0.0 11:0.0 16:1.4822142 17:0.0 18:0.0 # docid:148
3 qid:9032 1:5.937599 2:3.4352028 3:5.608982 4:4.9795895 9:1.9276918 10:0.0 11:0.0 16:1.1569695 17:0.0 18:0.0 # docid:150
0 qid:9032 1:5.937599 2:2.7597544 3:3.8324475 4:0.0 9:0.0 10:0.0 11:0.0 16:1.538698 17:0.0 18:0.0 # docid:356
2 qid:9032 1:5.568743 2:2.366577 3:2.8132017 4:1.524272 9:0.0 10:0.0 11:0.0 16:1.1569695 17:0.0 18:0.0 # docid:107
0 qid:9032 1:5.568743 2:3.27189 3:4.897666 4:1.524272 9:2.384131 10:1.7265515 11:0.0 16:3.6920538 17:1.8662698 18:0.0 # docid:496
0 qid:9032 1:5.568743 2:2.89068 3:4.2675085 4:1.524272 9:0.0 10:0.0 11:0.0 16:2.1549146 17:1.8662698 18:0.0 # docid:411
0 qid:9032 1:5.3465466 2:3.09296 3:3.9348192 4:2.8072548 9:1.806572 10:1.2124112 11:0.0 16:0.0 17:0.0 18:0.0 # docid:460
0 qid:9032 1:5.188505 2:1.2400374 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:393
0 qid:9032 1:5.0575123 2:1.9307513 3:1.7765346 4:0.0 9:0.0 10:0.0 11:0.0 16:1.1569695 17:0.0 18:0.0 # docid:689
0 qid:9032 1:5.0575123 2:1.4458568 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:391
0 qid:9032 1:5.040691 2:2.6387498 3:3.5917857 4:0.0 9:0.76919043 10:0.0 11:0.0 16:3.0443394 17:5.3155785 18:3.0641785 # docid:307
0 qid:9032 1:4.554067 2:1.3018088 3:1.3012544 4:0.0 9:0.76919043 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:211
2 qid:9032 1:4.2657375 2:1.8416202 3:0.0 4:0.0 9:0.76919043 10:0.0 11:0.0 16:0.65752363 17:0.0 18:0.0 # docid:109
0 qid:9032 1:4.091001 2:2.9030788 3:5.6726274 4:0.0 9:0.0 10:0.0 11:0.0 16:2.5350842 17:0.0 18:0.0 # docid:357
0 qid:9032 1:4.091001 2:0.77040833 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:2.5350842 17:0.0 18:0.0 # docid:359
0 qid:9032 1:4.091001 2:3.4352028 3:1.2124475 4:0.0 9:0.0 10:0.0 11:0.0 16:3.6920538 17:5.3155785 18:3.0641785 # docid:360
2 qid:9032 1:4.0299525 2:3.751083 3:3.1263642 4:0.0 9:3.2672777 10:1.2124112 11:0.0 16:0.5651028 17:0.0 18:0.0 # docid:108
0 qid:9032 1:4.0299525 2:3.7721372 3:5.608982 4:4.9795895 9:0.0 10:0.0 11:0.0 16:1.1569695 17:0.0 18:0.0 # docid:310
0 qid:9032 1:3.8188677 2:3.2551105 3:4.1379766 4:0.0 9:0.0 10:0.0 11:0.0 16:1.1569695 17:0.0 18:0.0 # docid:412
0 qid:9032 1:3.8188677 2:0.53704625 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:414
0 qid:9032 1:3.8188677 2:1.3700569 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:2.9761858 17:2.2024863 18:0.0 # docid:684
0 qid:9032 1:3.6837661 2:1.6634009 3:1.0210493 4:0.0 9:0.0 10:0.0 11:0.0 16:1.538698 17:0.0 18:0.0 # docid:457
0 qid:9032 1:3.6837661 2:1.695766 3:0.0 4:0.0 9:1.4607059 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:456
0 qid:9032 1:3.6837661 2:2.1460807 3:0.0 4:0.0 9:0.76919043 10:0.0 11:0.0 16:0.0 17:0.0 18:0.0 # docid:459
2 qid:9032 1:3.628795 2:0.5102938 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:1.7122545 17:0.0 18:0.0 # docid:110
0 qid:9032 1:3.628795 2:0.8280728 3:0.0 4:0.0 9:0.8751996 10:0.0 11:0.0 16:0.8228297 17:0.0 18:0.0 # docid:306
0 qid:9032 1:3.628795 2:1.6195878 3:0.0 4:0.0 9:0.8751996 10:0.0 11:0.0 16:2.861744 17:0.0 18:0.0 # docid:308
0 qid:9032 1:3.628795 2:1.5080366 3:0.0 4:0.0 9:0.0 10:0.0 11:0.0 16:0.44110143 17:0.0 18:0.0 # docid:413
